doc_id,name,album,album_base,era,mood_tags,profile_text
song::folklore (long pond)::2::cardigan - the long pond studio sessions,cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic, slow-tempo","Song: cardigan - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 54
Audio profile: acousticness=0.880, danceability=0.395, energy=0.234, valence=0.247, tempo=86.5, loudness=-9.70.
Mood tags: acoustic, low-energy, melancholic, slow-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::3::the last great american dynasty - the long pond studio sessions,the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, bright, fast-tempo","Song: the last great american dynasty - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 51
Audio profile: acousticness=0.743, danceability=0.640, energy=0.618, valence=0.614, tempo=147.9, loudness=-11.71.
Mood tags: acoustic, bright, fast-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::4::exile (feat. Bon Iver) - the long pond studio sessions,exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic, fast-tempo","Song: exile (feat. Bon Iver) - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 53
Audio profile: acousticness=0.848, danceability=0.359, energy=0.305, valence=0.108, tempo=152.0, loudness=-10.29.
Mood tags: acoustic, low-energy, melancholic, fast-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::5::my tears ricochet - the long pond studio sessions,my tears ricochet - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: my tears ricochet - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 55
Audio profile: acousticness=0.946, danceability=0.531, energy=0.172, valence=0.168, tempo=129.0, loudness=-12.34.
Mood tags: acoustic, low-energy, melancholic
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::6::mirrorball - the long pond studio sessions,mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: mirrorball - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 53
Audio profile: acousticness=0.780, danceability=0.509, energy=0.386, valence=0.109, tempo=110.0, loudness=-8.43.
Mood tags: acoustic, low-energy, melancholic
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::7::seven - the long pond studio sessions,seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, danceable","Song: seven - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 51
Audio profile: acousticness=0.914, danceability=0.694, energy=0.449, valence=0.363, tempo=95.0, loudness=-11.49.
Mood tags: acoustic, danceable
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::8::august - the long pond studio sessions,august - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"high-energy, slow-tempo","Song: august - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 54
Audio profile: acousticness=0.500, danceability=0.554, energy=0.663, valence=0.545, tempo=90.0, loudness=-8.96.
Mood tags: high-energy, slow-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::9::this is me trying - the long pond studio sessions,this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic, slow-tempo","Song: this is me trying - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 54
Audio profile: acousticness=0.928, danceability=0.435, energy=0.332, valence=0.157, tempo=68.1, loudness=-11.61.
Mood tags: acoustic, low-energy, melancholic, slow-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::10::illicit affairs - the long pond studio sessions,illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy","Song: illicit affairs - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 53
Audio profile: acousticness=0.883, danceability=0.489, energy=0.235, valence=0.435, tempo=117.7, loudness=-10.27.
Mood tags: acoustic, low-energy
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::11::invisible string - the long pond studio sessions,invisible string - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, slow-tempo","Song: invisible string - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 51
Audio profile: acousticness=0.942, danceability=0.590, energy=0.282, valence=0.351, tempo=83.4, loudness=-10.54.
Mood tags: acoustic, low-energy, slow-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::12::mad woman - the long pond studio sessions,mad woman - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, danceable, fast-tempo","Song: mad woman - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 50
Audio profile: acousticness=0.887, danceability=0.663, energy=0.465, valence=0.346, tempo=141.8, loudness=-10.46.
Mood tags: acoustic, danceable, fast-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::13::epiphany - the long pond studio sessions,epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: epiphany - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 49
Audio profile: acousticness=0.916, danceability=0.524, energy=0.200, valence=0.113, tempo=93.9, loudness=-13.00.
Mood tags: acoustic, low-energy, melancholic
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::14::betty - the long pond studio sessions,betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy","Song: betty - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 51
Audio profile: acousticness=0.841, danceability=0.538, energy=0.316, valence=0.518, tempo=95.7, loudness=-9.50.
Mood tags: acoustic, low-energy
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::15::peace - the long pond studio sessions,peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, fast-tempo","Song: peace - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 50
Audio profile: acousticness=0.930, danceability=0.619, energy=0.344, valence=0.513, tempo=149.9, loudness=-11.47.
Mood tags: acoustic, low-energy, fast-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::16::hoax - the long pond studio sessions,hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, danceable","Song: hoax - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 51
Audio profile: acousticness=0.962, danceability=0.682, energy=0.155, valence=0.483, tempo=118.8, loudness=-13.08.
Mood tags: acoustic, low-energy, danceable
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore (long pond)::17::the lakes - the long pond studio sessions,the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],folklore (long pond),Indie/Folk (2020),"acoustic, low-energy, melancholic, slow-tempo","Song: the lakes - the long pond studio sessions
Album: folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]
Base album: folklore (long pond)
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 53
Audio profile: acousticness=0.794, danceability=0.606, energy=0.221, valence=0.112, tempo=89.8, loudness=-11.77.
Mood tags: acoustic, low-energy, melancholic, slow-tempo
Cluster: not clustered / live track
Taylor's Version: False
"
song::folklore::1::the 1,the 1,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, danceable, melancholic, fast-tempo","Song: the 1
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 68
Audio profile: acousticness=0.750, danceability=0.780, energy=0.361, valence=0.163, tempo=139.9, loudness=-6.94.
Mood tags: acoustic, low-energy, danceable, melancholic, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::2::cardigan,cardigan,folklore (deluxe version),folklore,Indie/Folk (2020),fast-tempo,"Song: cardigan
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 68
Audio profile: acousticness=0.525, danceability=0.612, energy=0.580, valence=0.534, tempo=130.0, loudness=-8.57.
Mood tags: fast-tempo
Cluster: Cluster 0: 电子 · 高能量 · 忧郁
Taylor's Version: False
"
song::folklore::3::the last great american dynasty,the last great american dynasty,folklore (deluxe version),folklore,Indie/Folk (2020),"high-energy, danceable, bright, fast-tempo","Song: the last great american dynasty
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 66
Audio profile: acousticness=0.481, danceability=0.688, energy=0.653, valence=0.701, tempo=148.0, loudness=-8.56.
Mood tags: high-energy, danceable, bright, fast-tempo
Cluster: Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Taylor's Version: False
"
song::folklore::4::exile (feat. Bon Iver),exile (feat. Bon Iver),folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic, slow-tempo","Song: exile (feat. Bon Iver)
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 68
Audio profile: acousticness=0.761, danceability=0.310, energy=0.374, valence=0.160, tempo=75.9, loudness=-8.46.
Mood tags: acoustic, low-energy, melancholic, slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::5::my tears ricochet,my tears ricochet,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: my tears ricochet
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 68
Audio profile: acousticness=0.814, danceability=0.456, energy=0.265, valence=0.112, tempo=129.9, loudness=-10.66.
Mood tags: acoustic, low-energy, melancholic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::6::mirrorball,mirrorball,folklore (deluxe version),folklore,Indie/Folk (2020),acoustic,"Song: mirrorball
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 66
Audio profile: acousticness=0.686, danceability=0.549, energy=0.417, valence=0.347, tempo=110.1, loudness=-10.06.
Mood tags: acoustic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::7::seven,seven,folklore (deluxe version),folklore,Indie/Folk (2020),acoustic,"Song: seven
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 66
Audio profile: acousticness=0.888, danceability=0.602, energy=0.494, valence=0.374, tempo=95.0, loudness=-10.81.
Mood tags: acoustic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::8::august,august,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, slow-tempo","Song: august
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 68
Audio profile: acousticness=0.553, danceability=0.387, energy=0.634, valence=0.420, tempo=89.6, loudness=-9.22.
Mood tags: acoustic, slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::9::this is me trying,this is me trying,folklore (deluxe version),folklore,Indie/Folk (2020),fast-tempo,"Song: this is me trying
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 66
Audio profile: acousticness=0.312, danceability=0.511, energy=0.478, valence=0.408, tempo=135.9, loudness=-9.84.
Mood tags: fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::10::illicit affairs,illicit affairs,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy","Song: illicit affairs
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 66
Audio profile: acousticness=0.862, danceability=0.529, energy=0.304, valence=0.440, tempo=119.6, loudness=-10.57.
Mood tags: acoustic, low-energy
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::11::invisible string,invisible string,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, danceable, slow-tempo","Song: invisible string
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 66
Audio profile: acousticness=0.859, danceability=0.651, energy=0.459, valence=0.454, tempo=83.5, loudness=-11.13.
Mood tags: acoustic, danceable, slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::12::mad woman,mad woman,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, high-energy, fast-tempo","Song: mad woman
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 64
Audio profile: acousticness=0.670, danceability=0.593, energy=0.700, valence=0.451, tempo=141.9, loudness=-9.02.
Mood tags: acoustic, high-energy, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::13::epiphany,epiphany,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: epiphany
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 63
Audio profile: acousticness=0.727, danceability=0.317, energy=0.254, valence=0.103, tempo=93.9, loudness=-13.68.
Mood tags: acoustic, low-energy, melancholic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::14::betty,betty,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy","Song: betty
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 65
Audio profile: acousticness=0.589, danceability=0.595, energy=0.376, valence=0.476, tempo=95.9, loudness=-8.77.
Mood tags: acoustic, low-energy
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::15::peace,peace,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, fast-tempo","Song: peace
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 63
Audio profile: acousticness=0.916, danceability=0.644, energy=0.284, valence=0.328, tempo=150.1, loudness=-12.88.
Mood tags: acoustic, low-energy, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::16::hoax,hoax,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, danceable","Song: hoax
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 63
Audio profile: acousticness=0.964, danceability=0.676, energy=0.178, valence=0.404, tempo=118.8, loudness=-15.01.
Mood tags: acoustic, low-energy, danceable
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::17::the lakes - bonus track,the lakes - bonus track,folklore (deluxe version),folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic, fast-tempo","Song: the lakes - bonus track
Album: folklore (deluxe version)
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 67
Audio profile: acousticness=0.842, danceability=0.313, energy=0.258, valence=0.268, tempo=179.9, loudness=-11.53.
Mood tags: acoustic, low-energy, melancholic, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::1::the 1,the 1,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy, danceable, melancholic, fast-tempo","Song: the 1
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 74
Audio profile: acousticness=0.757, danceability=0.777, energy=0.357, valence=0.172, tempo=139.9, loudness=-6.94.
Mood tags: acoustic, low-energy, danceable, melancholic, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::2::cardigan,cardigan,folklore,folklore,Indie/Folk (2020),"bright, fast-tempo","Song: cardigan
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 84
Audio profile: acousticness=0.537, danceability=0.613, energy=0.581, valence=0.551, tempo=130.0, loudness=-8.59.
Mood tags: bright, fast-tempo
Cluster: Cluster 0: 电子 · 高能量 · 忧郁
Taylor's Version: False
"
song::folklore::3::the last great american dynasty,the last great american dynasty,folklore,folklore,Indie/Folk (2020),"high-energy, danceable, bright, fast-tempo","Song: the last great american dynasty
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 70
Audio profile: acousticness=0.467, danceability=0.686, energy=0.662, valence=0.706, tempo=147.9, loudness=-8.51.
Mood tags: high-energy, danceable, bright, fast-tempo
Cluster: Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Taylor's Version: False
"
song::folklore::4::exile (feat. Bon Iver),exile (feat. Bon Iver),folklore,folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic, slow-tempo","Song: exile (feat. Bon Iver)
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 77
Audio profile: acousticness=0.778, danceability=0.298, energy=0.380, valence=0.152, tempo=75.6, loudness=-8.43.
Mood tags: acoustic, low-energy, melancholic, slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::5::my tears ricochet,my tears ricochet,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: my tears ricochet
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 78
Audio profile: acousticness=0.806, danceability=0.469, energy=0.263, valence=0.112, tempo=129.9, loudness=-10.63.
Mood tags: acoustic, low-energy, melancholic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::6::mirrorball,mirrorball,folklore,folklore,Indie/Folk (2020),acoustic,"Song: mirrorball
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 73
Audio profile: acousticness=0.687, danceability=0.553, energy=0.413, valence=0.379, tempo=110.1, loudness=-10.04.
Mood tags: acoustic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::7::seven,seven,folklore,folklore,Indie/Folk (2020),acoustic,"Song: seven
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 70
Audio profile: acousticness=0.900, danceability=0.596, energy=0.488, valence=0.415, tempo=94.9, loudness=-10.77.
Mood tags: acoustic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::8::august,august,folklore,folklore,Indie/Folk (2020),slow-tempo,"Song: august
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 84
Audio profile: acousticness=0.538, danceability=0.532, energy=0.623, valence=0.403, tempo=89.9, loudness=-9.21.
Mood tags: slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::9::this is me trying,this is me trying,folklore,folklore,Indie/Folk (2020),fast-tempo,"Song: this is me trying
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 73
Audio profile: acousticness=0.314, danceability=0.515, energy=0.476, valence=0.412, tempo=135.9, loudness=-9.84.
Mood tags: fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::10::illicit affairs,illicit affairs,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy","Song: illicit affairs
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 77
Audio profile: acousticness=0.881, danceability=0.559, energy=0.310, valence=0.460, tempo=119.8, loudness=-10.45.
Mood tags: acoustic, low-energy
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::11::invisible string,invisible string,folklore,folklore,Indie/Folk (2020),"acoustic, danceable, slow-tempo","Song: invisible string
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 73
Audio profile: acousticness=0.838, danceability=0.653, energy=0.452, valence=0.450, tempo=83.4, loudness=-11.14.
Mood tags: acoustic, danceable, slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::12::mad woman,mad woman,folklore,folklore,Indie/Folk (2020),"acoustic, high-energy, fast-tempo","Song: mad woman
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 65
Audio profile: acousticness=0.655, danceability=0.592, energy=0.699, valence=0.506, tempo=141.9, loudness=-8.99.
Mood tags: acoustic, high-energy, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::13::epiphany,epiphany,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy, melancholic","Song: epiphany
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 64
Audio profile: acousticness=0.731, danceability=0.175, energy=0.267, valence=0.106, tempo=94.2, loudness=-13.69.
Mood tags: acoustic, low-energy, melancholic
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::14::betty,betty,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy","Song: betty
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 73
Audio profile: acousticness=0.600, danceability=0.593, energy=0.377, valence=0.502, tempo=95.9, loudness=-8.76.
Mood tags: acoustic, low-energy
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::15::peace,peace,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy, fast-tempo","Song: peace
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 65
Audio profile: acousticness=0.918, danceability=0.647, energy=0.272, valence=0.339, tempo=150.0, loudness=-12.91.
Mood tags: acoustic, low-energy, fast-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::folklore::16::hoax,hoax,folklore,folklore,Indie/Folk (2020),"acoustic, low-energy, danceable","Song: hoax
Album: folklore
Base album: folklore
Release year: 2020
Era: Indie/Folk (2020)
Popularity: 65
Audio profile: acousticness=0.966, danceability=0.662, energy=0.181, valence=0.429, tempo=118.8, loudness=-15.06.
Mood tags: acoustic, low-energy, danceable
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::Lover::1::I Forgot That You Existed,I Forgot That You Existed,Lover,Lover,Indie/Folk (2020),"low-energy, danceable","Song: I Forgot That You Existed
Album: Lover
Base album: Lover
Release year: 2019
Era: Indie/Folk (2020)
Popularity: 71
Audio profile: acousticness=0.298, danceability=0.664, energy=0.316, valence=0.541, tempo=92.9, loudness=-10.35.
Mood tags: low-energy, danceable
Cluster: Cluster 2: 低能量 · 舞曲
Taylor's Version: False
"
song::Lover::2::Cruel Summer,Cruel Summer,Lover,Lover,Indie/Folk (2020),"electronic/produced, high-energy, bright, fast-tempo","Song: Cruel Summer
Album: Lover
Base album: Lover
Release year: 2019
Era: Indie/Folk (2020)
Popularity: 93
Audio profile: acousticness=0.117, danceability=0.552, energy=0.702, valence=0.564, tempo=170.0, loudness=-5.71.
Mood tags: electronic/produced, high-energy, bright, fast-tempo
Cluster: Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Taylor's Version: False
"
song::Lover::3::Lover,Lover,Lover,Lover,Indie/Folk (2020),slow-tempo,"Song: Lover
Album: Lover
Base album: Lover
Release year: 2019
Era: Indie/Folk (2020)
Popularity: 86
Audio profile: acousticness=0.492, danceability=0.359, energy=0.543, valence=0.453, tempo=68.5, loudness=-7.58.
Mood tags: slow-tempo
Cluster: Cluster 1: 原声 · 忧郁
Taylor's Version: False
"
song::Lover::4::The Man,The Man,Lover,Lover,Indie/Folk (2020),"electronic/produced, high-energy, danceable, bright","Song: The Man
Album: Lover
Base album: Lover
Release year: 2019
Era: Indie/Folk (2020)
Popularity: 81
Audio profile: acousticness=0.077, danceability=0.777, energy=0.658, valence=0.633, tempo=110.0, loudness=-5.19.
Mood tags: electronic/produced, high-energy, danceable, bright
Cluster: Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Taylor's Version: False
"
song::Lover::5::The Archer,The Archer,Lover,Lover,Indie/Folk (2020),"electronic/produced, melancholic","Song: The Archer
Album: Lover
Base album: Lover
Release year: 2019
Era: Indie/Folk (2020)
Popularity: 75
Audio profile: acousticness=0.120, danceability=0.292, energy=0.574, valence=0.166, tempo=124.3, loudness=-9.38.
Mood tags: electronic/produced, melancholic
Cluster: Cluster 0: 电子 · 高能量 · 忧郁
Taylor's Version: False
"
song::Lover::6::I Think He Knows,I Think He Knows,Lover,Lover,Indie/Folk (2020),"electronic/produced, low-energy, danceable","Song: I Think He Knows
Album: Lover
Base album: Lover
Release year: 2019
Era: Indie/Folk (2020)
Popularity: 72
Audio profile: acousticness=0.009, danceability=0.897, energy=0.366, valence=0.416, tempo=100.0, loudness=-8.03.
Mood tags: electronic/produced, low-energy, danceable
Cluster: Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Taylor's Version: False
"
