name,album,album_base,release_date,release_year,era,track_number,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_min,is_taylor_version,is_live,mood_tags,cluster,cluster_name
Mean,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),11,0.449,0.576,0.755,0.0,0.223,-3.982,0.0427,163.884,0.791,32,3.9782166666666665,False,True,"high-energy, bright, fast-tempo",,not clustered / live track
How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),12,0.00363,0.764,0.657,0.00899,0.0918,-6.112,0.0503,119.995,0.546,31,4.12555,False,True,"electronic/produced, high-energy, danceable",,not clustered / live track
So It Goes...,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),13,0.122,0.578,0.61,1.1e-06,0.13,-7.283,0.0676,74.996,0.371,54,3.7984333333333336,False,True,"electronic/produced, slow-tempo",,not clustered / live track
Fifteen,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),14,0.07,0.549,0.63,0.0,0.138,-4.436,0.027,95.124,0.217,29,4.922,False,True,"electronic/produced, melancholic",,not clustered / live track
Mine,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),15,0.00311,0.622,0.781,3.1e-06,0.187,-2.945,0.0302,121.029,0.662,37,3.8644333333333334,False,True,"electronic/produced, high-energy, bright",,not clustered / live track
Sparks Fly,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),16,0.041,0.61,0.782,0.0,0.16,-2.98,0.0309,114.974,0.399,31,4.382,False,True,"electronic/produced, high-energy",,not clustered / live track
State Of Grace,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),17,0.000182,0.591,0.828,0.00115,0.0879,-5.895,0.0333,129.958,0.383,28,4.9286666666666665,False,True,"electronic/produced, high-energy",,not clustered / live track
Haunted,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),18,0.0655,0.43,0.948,0.0,0.0612,-2.622,0.0605,162.026,0.371,30,4.090216666666667,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
Never Grow Up,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),19,0.824,0.714,0.309,0.0,0.136,-8.828,0.0302,124.892,0.546,28,4.882,False,True,"acoustic, low-energy, danceable",,not clustered / live track
Treacherous,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),20,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.996,0.395,27,4.046,False,True,"electronic/produced, danceable",,not clustered / live track
Babe,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),21,0.0221,0.577,0.785,0.0,0.125,-3.266,0.102,171.78,0.647,29,3.5851,False,True,"electronic/produced, high-energy, bright, fast-tempo",,not clustered / live track
Welcome To New York,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),22,0.0348,0.789,0.634,1.69e-06,0.302,-4.762,0.0323,117.0,0.658,31,3.5433333333333334,False,True,"electronic/produced, danceable, bright",,not clustered / live track
Fearless,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),23,0.0381,0.603,0.717,0.0,0.307,-4.401,0.0272,100.163,0.429,29,4.04955,False,True,"electronic/produced, high-energy",,not clustered / live track
Enchanted,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),24,0.0707,0.536,0.629,0.00117,0.158,-3.907,0.0275,81.963,0.222,40,5.88755,False,True,"electronic/produced, melancholic, slow-tempo",,not clustered / live track
Change,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),25,0.00418,0.543,0.764,0.0,0.111,-4.206,0.0377,95.999,0.233,26,4.684216666666667,False,True,"electronic/produced, high-energy, melancholic",,not clustered / live track
Ours,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),26,0.469,0.609,0.56,0.0,0.087,-7.392,0.0279,159.838,0.228,30,3.9891,False,True,"melancholic, fast-tempo",,not clustered / live track
Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),27,0.000743,0.553,0.841,1.07e-05,0.341,-6.937,0.0397,91.999,0.339,32,3.93,False,True,"electronic/produced, high-energy",,not clustered / live track
Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),28,0.00471,0.486,0.548,2.06e-06,0.0997,-6.291,0.0256,79.873,0.22,28,3.732,False,True,"electronic/produced, melancholic, slow-tempo",,not clustered / live track
A Place in this World,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),29,0.0576,0.573,0.767,0.0,0.327,-2.929,0.0323,114.985,0.438,27,3.368,False,True,"electronic/produced, high-energy",,not clustered / live track
This Love,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),30,0.679,0.48,0.435,0.0,0.0928,-8.795,0.0319,143.942,0.108,28,4.168216666666667,False,True,"acoustic, melancholic, fast-tempo",,not clustered / live track
The Lucky One,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),31,0.0352,0.706,0.505,0.0,0.13,-7.639,0.0358,117.935,0.561,26,4.004433333333333,False,True,"electronic/produced, danceable, bright",,not clustered / live track
Invisible,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),32,0.56,0.608,0.384,0.0,0.165,-5.732,0.0246,95.963,0.217,27,3.4308833333333335,False,True,"acoustic, low-energy, melancholic",,not clustered / live track
Breathe,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),33,0.416,0.442,0.48,0.0,0.129,-7.405,0.0281,73.849,0.167,31,4.415766666666666,False,True,"melancholic, slow-tempo",,not clustered / live track
Better Man,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),34,0.121,0.503,0.844,0.0,0.0974,-3.648,0.0379,143.941,0.508,30,4.39355,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),35,0.113,0.617,0.699,0.0,0.074,-5.712,0.0271,79.979,0.827,26,3.9682166666666667,False,True,"electronic/produced, high-energy, bright, slow-tempo",,not clustered / live track
Begin Again,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),36,0.197,0.516,0.526,3.49e-06,0.14,-8.349,0.0269,78.985,0.312,27,3.9904333333333333,False,True,slow-tempo,,not clustered / live track
Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),37,0.523,0.478,0.547,0.0,0.0728,-4.948,0.0275,146.134,0.238,27,4.186883333333333,False,True,"melancholic, fast-tempo",,not clustered / live track
The Story Of Us,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),38,0.00556,0.547,0.807,0.000318,0.0588,-3.63,0.0398,139.911,0.645,28,4.460883333333333,False,True,"electronic/produced, high-energy, bright, fast-tempo",,not clustered / live track
Forever & Always,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),39,0.0805,0.607,0.829,0.0,0.207,-5.02,0.0587,128.055,0.521,26,3.77155,False,True,"electronic/produced, high-energy",,not clustered / live track
Hey Stephen,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),40,0.191,0.843,0.541,1.93e-06,0.108,-7.361,0.0318,116.002,0.839,26,4.267333333333333,False,True,"danceable, bright",,not clustered / live track
Speak Now,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),41,0.0991,0.712,0.603,0.0,0.102,-3.753,0.0304,118.979,0.714,28,4.055766666666667,False,True,"electronic/produced, danceable, bright",,not clustered / live track
Wonderland,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),42,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.019,0.197,30,4.092666666666666,False,True,"electronic/produced, high-energy, melancholic, fast-tempo",,not clustered / live track
White Horse,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),43,0.311,0.578,0.348,0.0,0.1,-8.066,0.0257,92.671,0.218,28,3.9233333333333333,False,True,"low-energy, melancholic",,not clustered / live track
I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),44,0.00454,0.556,0.933,0.000462,0.101,-3.685,0.0719,143.929,0.521,28,3.5933333333333333,False,True,"electronic/produced, high-energy, fast-tempo",,not clustered / live track
Starlight,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),45,0.0186,0.649,0.779,0.000474,0.234,-5.798,0.0391,126.014,0.617,27,3.6766666666666667,False,True,"electronic/produced, high-energy, bright",,not clustered / live track
I Know Places,reputation Stadium Tour Surprise Song Playlist,reputation (live),2017-11-09,2017,Pop (2014-2017),46,0.243,0.603,0.755,0.0,0.178,-4.991,0.0709,159.971,0.496,28,3.2617666666666665,False,True,"high-energy, fast-tempo",,not clustered / live track
Welcome To New York,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),1,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,48,3.5433333333333334,False,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Blank Space,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),2,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,0.57,81,3.863766666666667,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Style,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),3,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,79,3.85,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Out Of The Woods,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),4,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,59,3.93,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
All You Had To Do Was Stay,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),5,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,47,3.22155,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Shake It Off,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),6,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,80,3.6533333333333333,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Wish You Would,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),7,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,51,3.457333333333333,False,False,"electronic/produced, high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Bad Blood,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),8,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,0.287,52,3.532216666666667,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Wildest Dreams,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),9,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,52,3.674,False,False,"electronic/produced, high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
How You Get The Girl,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),10,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,55,4.12555,False,False,"electronic/produced, high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
This Love,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),11,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,50,4.168216666666667,False,False,"acoustic, melancholic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
I Know Places,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),12,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,50,3.2617666666666665,False,False,"high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Clean,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),13,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,55,4.516666666666667,False,False,"low-energy, danceable, melancholic",1.0,Cluster 1: 原声 · 忧郁
Wonderland,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),14,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,55,4.092666666666666,False,False,"electronic/produced, high-energy, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
You Are In Love,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),15,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,55,4.451766666666667,False,False,"acoustic, fast-tempo",1.0,Cluster 1: 原声 · 忧郁
New Romantics,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),16,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,62,3.8411,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Know Places - Voice Memo,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),17,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,0.15,0,3.60555,False,False,"acoustic, low-energy, melancholic, slow-tempo",2.0,Cluster 2: 低能量 · 舞曲
I Wish You Would - Voice Memo,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),18,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,0.645,0,1.78555,False,False,"acoustic, low-energy, danceable, bright",2.0,Cluster 2: 低能量 · 舞曲
Blank Space - Voice Memo,1989 (Deluxe),1989,2014-01-01,2014,Pop (2014-2017),19,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,2.1864333333333335,False,False,"acoustic, low-energy, danceable, bright",2.0,Cluster 2: 低能量 · 舞曲
Welcome To New York,1989,1989,2014-01-01,2014,Pop (2014-2017),1,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.023,0.615,59,3.5433333333333334,False,False,"electronic/produced, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Blank Space,1989,1989,2014-01-01,2014,Pop (2014-2017),2,0.085,0.752,0.678,1.64e-06,0.13,-5.421,0.0646,96.009,0.583,60,3.863766666666667,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Style,1989,1989,2014-01-01,2014,Pop (2014-2017),3,0.00256,0.598,0.786,0.00143,0.117,-5.572,0.0382,95.021,0.456,56,3.85,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Out Of The Woods,1989,1989,2014-01-01,2014,Pop (2014-2017),4,0.00103,0.552,0.841,1.23e-05,0.337,-6.938,0.0372,91.993,0.342,46,3.93,False,False,"electronic/produced, high-energy",0.0,Cluster 0: 电子 · 高能量 · 忧郁
All You Had To Do Was Stay,1989,1989,2014-01-01,2014,Pop (2014-2017),5,0.00196,0.602,0.735,4.77e-05,0.105,-5.778,0.0337,96.969,0.472,53,3.22155,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Shake It Off,1989,1989,2014-01-01,2014,Pop (2014-2017),6,0.0561,0.648,0.785,0.0,0.148,-5.414,0.165,160.02,0.943,53,3.6533333333333333,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Wish You Would,1989,1989,2014-01-01,2014,Pop (2014-2017),7,0.016,0.649,0.898,9.9e-05,0.109,-5.963,0.0511,118.027,0.503,42,3.457333333333333,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Bad Blood,1989,1989,2014-01-01,2014,Pop (2014-2017),8,0.0871,0.652,0.802,6.45e-06,0.148,-6.114,0.181,170.157,0.295,71,3.532216666666667,False,False,"electronic/produced, high-energy, danceable, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Wildest Dreams,1989,1989,2014-01-01,2014,Pop (2014-2017),9,0.0709,0.553,0.664,0.0056,0.106,-7.417,0.0741,140.06,0.467,75,3.674,False,False,"electronic/produced, high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
How You Get The Girl,1989,1989,2014-01-01,2014,Pop (2014-2017),10,0.00463,0.764,0.659,0.00458,0.0915,-6.136,0.0492,119.982,0.525,43,4.12555,False,False,"electronic/produced, high-energy, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
This Love,1989,1989,2014-01-01,2014,Pop (2014-2017),11,0.635,0.485,0.459,0.0,0.101,-8.768,0.0337,71.981,0.0858,42,4.168216666666667,False,False,"acoustic, melancholic, slow-tempo",1.0,Cluster 1: 原声 · 忧郁
I Know Places,1989,1989,2014-01-01,2014,Pop (2014-2017),12,0.231,0.595,0.763,0.0,0.2,-4.991,0.0661,159.959,0.507,43,3.2617666666666665,False,False,"high-energy, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Clean,1989,1989,2014-01-01,2014,Pop (2014-2017),13,0.242,0.81,0.38,0.0,0.113,-7.755,0.035,103.981,0.211,42,4.516666666666667,False,False,"low-energy, danceable, melancholic",1.0,Cluster 1: 原声 · 忧郁
State Of Grace,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),1,0.000197,0.588,0.825,0.00138,0.0884,-5.882,0.0328,129.968,0.397,43,4.9286666666666665,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Red,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),2,0.0773,0.602,0.896,8.87e-05,0.0911,-4.267,0.0437,124.978,0.641,54,3.7182166666666667,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Treacherous,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),3,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,41,4.046,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Knew You Were Trouble.,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),4,0.00454,0.622,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,0.679,59,3.662,False,False,"electronic/produced, bright, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
All Too Well,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),5,0.0382,0.602,0.609,0.0002,0.128,-7.803,0.0243,93.06,0.337,59,5.486,False,False,electronic/produced,0.0,Cluster 0: 电子 · 高能量 · 忧郁
22,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),6,0.00215,0.661,0.729,0.0013,0.0477,-6.561,0.0376,103.987,0.668,59,3.8686666666666665,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Almost Do,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),7,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,43,4.076,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
We Are Never Ever Getting Back Together,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),8,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75,59,3.2191,False,False,"electronic/produced, high-energy, bright, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Stay Stay Stay,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),9,0.307,0.729,0.748,1.29e-06,0.0962,-6.67,0.0245,99.981,0.928,43,3.4308833333333335,False,False,"high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
The Last Time,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),10,0.035,0.505,0.443,3.15e-06,0.0906,-7.039,0.0276,94.069,0.123,45,4.98355,False,False,"electronic/produced, melancholic",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Holy Ground,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),11,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,41,3.3826666666666667,False,False,"electronic/produced, high-energy, bright, fast-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Sad Beautiful Tragic,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),12,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,40,4.747766666666666,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
The Lucky One,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),13,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,40,4.004433333333333,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Everything Has Changed,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),14,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,0.436,52,4.090216666666667,False,False,slow-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Starlight,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),15,0.0213,0.649,0.777,0.000335,0.21,-5.804,0.0406,126.018,0.587,41,3.6766666666666667,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Begin Again,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),16,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,45,3.9904333333333333,False,False,slow-tempo,0.0,Cluster 0: 电子 · 高能量 · 忧郁
The Moment I Knew,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),17,0.187,0.619,0.506,1.47e-05,0.101,-7.327,0.0315,126.03,0.274,38,4.776883333333333,False,False,melancholic,0.0,Cluster 0: 电子 · 高能量 · 忧郁
Come Back...Be Here,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),18,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,43,3.732,False,False,"electronic/produced, melancholic, slow-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
Girl At Home,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),19,0.272,0.733,0.59,0.0,0.134,-5.86,0.0284,125.048,0.633,37,3.6806666666666668,False,False,"danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Treacherous - Original Demo Recording,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),20,0.175,0.828,0.64,6.14e-05,0.0991,-8.248,0.0355,109.993,0.519,34,4.004433333333333,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Red - Original Demo Recording,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),21,0.113,0.678,0.902,0.000235,0.0705,-4.659,0.0358,124.998,0.637,36,3.784666666666667,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
State Of Grace - Acoustic,Red (Deluxe Edition),Red,2012-10-22,2012,Country-Pop (2010-2012),22,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,37,5.384666666666667,False,False,"acoustic, low-energy, melancholic",1.0,Cluster 1: 原声 · 忧郁
State Of Grace,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),1,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,0.397,40,4.919766666666667,False,False,"electronic/produced, high-energy",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Red,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),2,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,0.641,58,3.6804333333333332,False,False,"electronic/produced, high-energy, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Treacherous,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),3,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,38,4.012883333333333,False,False,"electronic/produced, danceable",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Knew You Were Trouble.,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),4,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,0.679,61,3.6328833333333335,False,False,"electronic/produced, bright, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
All Too Well,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),5,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,44,5.464883333333334,False,False,electronic/produced,0.0,Cluster 0: 电子 · 高能量 · 忧郁
22,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),6,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,53,3.83555,False,False,"electronic/produced, high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
I Almost Do,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),7,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,39,4.042883333333333,False,False,"electronic/produced, melancholic, fast-tempo",0.0,Cluster 0: 电子 · 高能量 · 忧郁
We Are Never Ever Getting Back Together,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),8,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,0.75,59,3.198,False,False,"electronic/produced, high-energy, bright, slow-tempo",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
Stay Stay Stay,Red,Red,2012-10-22,2012,Country-Pop (2010-2012),9,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,39,3.4137666666666666,False,False,"high-energy, danceable, bright",4.0,Cluster 4: 电子 · 高能量 · 舞曲 · 欢快
